time_s,displacement_mm,v_s_mm_s,max_backtrack_mm,stable_dt_s
  2.1887056428E-02,  2.4132154161E-01, -4.6114631220E+00,  1.3176242793E-03,  1.8378973513E-07
  2.1897157797E-02,  2.4127501533E-01, -4.5560740881E+00,  1.3641505514E-03,  1.7890940829E-07
  2.1907257232E-02,  2.4122960866E-01, -4.4456685606E+00,  1.4095572262E-03,  1.8181415284E-07
  2.1917417163E-02,  2.4118508822E-01, -4.3015394860E+00,  1.4540776695E-03,  1.8370237170E-07
  2.1927453106E-02,  2.4114219398E-01, -4.2862180579E+00,  1.4969719081E-03,  1.7898811401E-07
  2.1937493973E-02,  2.4110059369E-01, -3.9566846577E+00,  1.5385721934E-03,  1.8392584004E-07
  2.1947510249E-02,  2.4106244715E-01, -3.7476969868E+00,  1.5767187382E-03,  1.7994508679E-07
  2.1957612329E-02,  2.4102654490E-01, -3.3417217153E+00,  1.6126209868E-03,  1.7985543650E-07
  2.1967743765E-02,  2.4099417922E-01, -3.0639946317E+00,  1.6449866654E-03,  1.8167804469E-07
  2.1977886588E-02,  2.4096412900E-01, -2.8690446996E+00,  1.6750368881E-03,  1.7898667064E-07
  2.1988052875E-02,  2.4093621534E-01, -2.6338603203E+00,  1.7029505472E-03,  1.8212421414E-07
  2.1998068764E-02,  2.4091076720E-01, -2.4350747281E+00,  1.7283986836E-03,  1.8163555208E-07
  2.2008212936E-02,  2.4088704670E-01, -2.2711937385E+00,  1.7521191895E-03,  1.8118153519E-07
  2.2018365217E-02,  2.4086503034E-01, -2.0307863700E+00,  1.7741355496E-03,  1.8146768174E-07
  2.2028366475E-02,  2.4084532420E-01, -1.9203512576E+00,  1.7938416849E-03,  1.8113202198E-07
  2.2038418529E-02,  2.4082630892E-01, -1.8580625461E+00,  1.8128569692E-03,  1.7838484119E-07
  2.2048555069E-02,  2.4080801722E-01, -1.7794113655E+00,  1.8311486603E-03,  1.7788753341E-07
  2.2058716902E-02,  2.4078919558E-01, -1.8844047952E+00,  1.8499703036E-03,  1.7909003931E-07
  2.2068754085E-02,  2.4077049651E-01, -1.7597657157E+00,  1.8686693795E-03,  1.7902927350E-07
  2.2078920518E-02,  2.4075268467E-01, -1.7207917968E+00,  1.8864812153E-03,  1.8015358188E-07
  2.2088980587E-02,  2.4073567164E-01, -1.6474998867E+00,  1.9034942463E-03,  1.7952580443E-07
  2.2099087160E-02,  2.4071925586E-01, -1.6265055777E+00,  1.9199100237E-03,  1.7998431381E-07
  2.2109205415E-02,  2.4070272020E-01, -1.6335742201E+00,  1.9364456897E-03,  1.8219066652E-07
  2.2119220814E-02,  2.4068702221E-01, -1.5824805622E+00,  1.9521436791E-03,  1.8155629877E-07
  2.2129314889E-02,  2.4067068969E-01, -1.5379377647E+00,  1.9684761949E-03,  1.7879081019E-07
  2.2139476409E-02,  2.4065586989E-01, -1.4000896476E+00,  1.9832959919E-03,  1.7786567614E-07
  2.2149533302E-02,  2.4064266149E-01, -1.2436892492E+00,  1.9965043923E-03,  1.8151957986E-07
  2.2159675418E-02,  2.4063028730E-01, -1.1660451185E+00,  2.0088785817E-03,  1.8135737306E-07
  2.2169827644E-02,  2.4061871259E-01, -1.1105001915E+00,  2.0204532995E-03,  1.7963328089E-07
  2.2179869382E-02,  2.4060817582E-01, -9.8941841918E-01,  2.0309900626E-03,  1.7798723747E-07
  2.2190033978E-02,  2.4059896428E-01, -9.4040147856E-01,  2.0402016044E-03,  1.8089659973E-07
  2.2200035283E-02,  2.4058944423E-01, -9.8387142402E-01,  2.0497216529E-03,  1.7821733044E-07
  2.2210095983E-02,  2.4057952226E-01, -1.0159691848E+00,  2.0596436254E-03,  1.7456738742E-07
  2.2220234225E-02,  2.4056996998E-01, -9.4512301631E-01,  2.0691959085E-03,  1.7568152729E-07
  2.2230390740E-02,  2.4056068549E-01, -9.0895603996E-01,  2.0784803940E-03,  1.7513740839E-07
  2.2240420345E-02,  2.4055083420E-01, -1.0039300492E+00,  2.0883316803E-03,  1.7547654838E-07
  2.2250526873E-02,  2.4054037336E-01, -1.1183266960E+00,  2.0987925264E-03,  1.7332847415E-07
  2.2260580602E-02,  2.4052888036E-01, -1.0766881954E+00,  2.1102855206E-03,  1.7418467154E-07
  2.2270634623E-02,  2.4051721526E-01, -1.2336468782E+00,  2.1219506200E-03,  1.7679105453E-07
  2.2280712469E-02,  2.4050428463E-01, -1.2616806506E+00,  2.1348812499E-03,  1.7927744474E-07
  2.2290817256E-02,  2.4049205964E-01, -1.1479381089E+00,  2.1471062445E-03,  1.8077961676E-07
  2.2300911267E-02,  2.4048031316E-01, -1.2048137691E+00,  2.1588527227E-03,  1.8011360727E-07
  2.2311035927E-02,  2.4046917588E-01, -1.0790382004E+00,  2.1699900019E-03,  1.8225456498E-07
  2.2321080810E-02,  2.4045883292E-01, -9.4416107534E-01,  2.1803329691E-03,  1.8217713209E-07
  2.2331111467E-02,  2.4044972578E-01, -9.2943168466E-01,  2.1894401072E-03,  1.8372222692E-07
  2.2341172669E-02,  2.4044011204E-01, -8.5539182381E-01,  2.1990538426E-03,  1.8385257020E-07
  2.2351235787E-02,  2.4043157534E-01, -7.8968141996E-01,  2.2075905443E-03,  1.8352321356E-07
  2.2361280460E-02,  2.4042460396E-01, -6.1058795939E-01,  2.2145619243E-03,  1.8045695931E-07
  2.2371454504E-02,  2.4041967867E-01, -4.1141935328E-01,  2.2194872179E-03,  1.8284187852E-07
  2.2381529201E-02,  2.4041559058E-01, -3.9049182870E-01,  2.2235753023E-03,  1.8176776583E-07
  2.2391593483E-02,  2.4041212438E-01, -2.8717661693E-01,  2.2270415030E-03,  1.8142949511E-07
  2.2401760026E-02,  2.4040912911E-01, -3.5366642043E-01,  2.2300367795E-03,  1.8307452166E-07
  2.2411818104E-02,  2.4040497806E-01, -4.5520795374E-01,  2.2341878204E-03,  1.8234032703E-07
  2.2421856790E-02,  2.4039988954E-01, -5.6162895163E-01,  2.2392763410E-03,  1.8234872667E-07
  2.2431918775E-02,  2.4039440915E-01, -5.2321531565E-01,  2.2447567314E-03,  1.7641581025E-07
  2.2442040852E-02,  2.4038921679E-01, -5.3839177187E-01,  2.2499490947E-03,  1.7774376153E-07
  2.2452111001E-02,  2.4038413559E-01, -4.6476490031E-01,  2.2550302981E-03,  1.7531241656E-07
  2.2462119475E-02,  2.4038039839E-01, -4.4330215733E-01,  2.2587674982E-03,  1.7690481069E-07
  2.2472142394E-02,  2.4037635948E-01, -3.3098492057E-01,  2.2628064075E-03,  1.8189584935E-07
  2.2482172955E-02,  2.4037317627E-01, -2.9090747333E-01,  2.2659896153E-03,  1.8233609248E-07
  2.2492225791E-02,  2.4037080934E-01, -1.5386947141E-01,  2.2683565441E-03,  1.8246022036E-07
  2.2502262952E-02,  2.4037083005E-01,  1.3272538925E-01,  2.2683358324E-03,  1.8259347865E-07
  2.2512267278E-02,  2.4037270093E-01,  2.1427586537E-01,  2.2664649572E-03,  1.8201727689E-07
  2.2522287104E-02,  2.4037357371E-01, -1.0323020661E-01,  2.2655921749E-03,  1.8365873821E-07
