time_s,alpha_command_deg,psi_unwrapped_deg,psi_wrapped_deg,B_T,Bc_T,qB1_T,qB2_T,Bx_aba_T,By_aba_T,Bz_aba_T
0.0109,9.073024497642425,-74.06284757596326,-74.06284757596326,0.009999999999999998,0.009874881599220061,0.00043299828184987013,-0.001516319850592248,0.009830203577859126,0.0008904632067019301,0.001604422916613862
0.011000000000000001,9.142643492516026,-73.97284757596326,-73.97284757596326,0.010000000000000002,0.009872958210775907,0.000438692031086297,-0.0015271691033196069,0.009829318290636834,0.0009027497330148304,0.0016029799939156638
0.0111,9.211901551479254,-73.88284757596327,-73.88284757596327,0.010000000000000004,0.009871030330550264,0.0004444030111490488,-0.0015379421891080613,0.009828413633366596,0.0009149825770417701,0.001601590564146676
0.0112,9.28079594034253,-73.79284757596326,-73.79284757596326,0.01,0.009869098263838617,0.00045013077329811703,-0.0015486386749747807,0.009827489895538008,0.0009271611124782422,0.0016002545499408734
0.011300000000000001,9.349323939273354,-73.70284757596326,-73.70284757596326,0.01,0.009867162316540196,0.00045587486705505416,-0.0015592581327787355,0.009826547368272768,0.0009392847160588427,0.0015989718700683228
0.0114,9.417482842903661,-73.61284757596326,-73.61284757596326,0.01,0.009865222795109142,0.000461634840235702,-0.0015698001392341469,0.009825586344274651,0.0009513527675894941,0.0015977424394448935
0.0115,9.48526996043664,-73.52284757596327,-73.52284757596327,0.01,0.009863280006505645,0.0004674102389829284,-0.0015802642759234647,0.00982460711777936,0.0009633646499792787,0.0015965661691422159
0.011600000000000001,9.552682615752968,-73.43284757596327,-73.43284757596327,0.010000000000000002,0.009861334258147067,0.00047320060779934797,-0.0015906501293098366,0.009823609984504263,0.0009753197492718454,0.0015954429663978876
0.0117,9.619718147516437,-73.34284757596326,-73.34284757596326,0.010000000000000002,0.009859385857858973,0.0004790054895800342,-0.0016009572907491063,0.009822595241598004,0.0009872174546764181,0.0015943727346259128
0.0118,9.686373909279038,-73.25284757596326,-73.25284757596326,0.009999999999999998,0.009857435113826184,0.0004848244256452219,-0.0016111853565013248,0.009821563187590015,0.0009990571585984016,0.0015933553734273833
