region,parameter,x_mm,radius_mm
HEAD,0.952,0.2572002407485714,0.4072690049963581
HEAD,0.954,0.25744101417246246,0.4072961489046074
HEAD,0.956,0.25767638828903094,0.40732112198999426
HEAD,0.958,0.2579063635992222,0.4073440070898347
HEAD,0.96,0.25813094107919154,0.40736488806248444
HEAD,0.962,0.25835012218294895,0.40738384979147974
HEAD,0.964,0.25856390884500347,0.40740097818967885
HEAD,0.966,0.25877230348300806,0.40741636020340355
HEAD,0.968,0.2589753090004037,0.4074300838165802
HEAD,0.97,0.25917292878906434,0.4074422380548812
HEAD,0.972,0.25936516673194104,0.4074529129898665
HEAD,0.974,0.25955202720570686,0.4074621997431246
HEAD,0.976,0.2597335150834013,0.40747019049041416
HEAD,0.978,0.2599096357370746,0.40747697846580516
HEAD,0.98,0.26008039504043273,0.4074826579658206
HEAD,0.982,0.2602457993714815,0.40748732435357726
HEAD,0.984,0.2604058556151713,0.40749107406292734
HEAD,0.986,0.26056057116604175,0.4074940046026
HEAD,0.988,0.26070995393086593,0.40749621456034235
HEAD,0.99,0.26085401233129524,0.4074978036070611
HEAD,0.992,0.26099275530650373,0.40749887250096356
HEAD,0.994,0.26112619231583273,0.4074995230916992
HEAD,0.996,0.2612543333414353,0.407499858324501
HEAD,0.998,0.26137718889092093,0.4074999822443266
HEAD,1.0,0.26149477,0.4075
BODY,,0.26149477,0.4075
BODY,,2.3,0.4075
TAIL,,2.3,0.4075
TAIL,,2.3,0.0
